purchase_id,customer_id,vendor_id,unit_id,product_id,date,quantity,discount,store_type,payment_method
20373,211,13,8,7,2020-06-22,8,,loja fisica,débito
20374,457,3,4,45,2022-11-12,6,,loja web,crédito
20375,428,6,10,2,2023-01-07,3,,loja web,dinheiro
20376,404,7,2,19,2022-08-11,3,,loja web,dinheiro
20377,210,5,6,48,2020-05-20,3,,loja fisica,crédito
20378,263,11,9,36,2019-08-07,7,,loja web,débito
20379,399,6,6,10,2018-09-30,1,,loja fisica,crédito
20380,267,13,2,8,2020-10-22,3,,loja fisica,crédito
20381,116,3,7,42,2019-12-16,3,,loja fisica,dinheiro
20382,453,17,5,33,2020-05-31,6,,loja fisica,débito
20383,177,16,10,48,2019-01-24,2,,loja web,débito
20384,189,5,2,26,2022-09-11,5,,loja web,débito
20385,337,7,2,33,2018-10-12,5,,loja web,pix
20386,4,4,7,1,2021-10-16,7,,loja fisica,pix
20387,95,18,1,36,2020-07-30,7,,loja web,pix
20388,498,8,7,32,2019-02-18,7,,loja web,débito
20389,313,15,8,2,2018-03-09,8,,loja web,dinheiro
20390,266,16,7,8,2022-09-13,9,,loja web,pix
20391,466,20,2,15,2020-02-28,5,,loja web,pix
20392,284,14,1,23,2019-03-02,5,,loja fisica,dinheiro
20393,310,14,1,1,2020-04-22,1,,loja web,dinheiro
20394,480,20,9,4,2018-09-10,1,,loja fisica,pix
20395,467,3,9,48,2023-03-11,4,,loja web,débito
20396,15,12,7,34,2020-03-25,1,,loja fisica,débito
20397,337,11,10,28,2019-05-21,8,,loja web,pix
20398,116,18,3,22,2023-05-15,8,,loja fisica,pix
20399,45,6,1,16,2021-06-16,5,,loja web,débito
20400,214,6,10,16,2023-08-02,3,farmabr5,loja web,dinheiro
20401,107,6,10,47,2019-10-30,5,,loja web,débito
20402,20,18,10,48,2022-06-13,6,,loja web,crédito
20403,202,8,3,24,2022-04-15,4,,loja fisica,débito
20404,28,18,3,27,2018-10-23,9,,loja fisica,pix
20405,80,15,5,14,2020-10-14,4,,loja fisica,débito
20406,471,11,8,40,2018-08-09,9,,loja fisica,dinheiro
20407,297,17,7,23,2018-09-14,2,,loja fisica,débito
20408,322,7,10,29,2022-08-29,9,,loja fisica,pix
20409,379,15,10,46,2020-05-06,3,,loja web,débito
20410,232,8,7,41,2022-10-04,2,,loja web,dinheiro
20411,458,19,2,8,2023-04-14,9,farmabr15,loja fisica,débito
20412,179,5,5,6,2021-01-23,4,,loja fisica,crédito
20413,184,8,9,15,2021-10-31,5,,loja web,crédito
20414,477,20,1,9,2022-12-14,9,,loja web,pix
20415,331,16,9,42,2022-07-15,7,,loja fisica,pix
20416,11,14,8,20,2022-07-23,7,,loja web,pix
20417,469,15,5,15,2018-09-03,6,,loja fisica,pix
20418,141,1,8,42,2018-12-31,9,,loja fisica,débito
20419,383,4,1,45,2023-06-05,7,,loja web,dinheiro
20420,473,20,9,34,2020-03-24,10,,loja fisica,pix
20421,291,7,3,26,2021-01-30,1,,loja fisica,dinheiro
20422,447,11,1,21,2020-08-30,9,,loja fisica,pix
20423,375,12,6,18,2023-03-04,10,,loja web,crédito
20424,205,16,8,27,2021-07-30,10,,loja web,pix
20425,259,10,9,23,2020-09-30,4,,loja web,pix
20426,241,18,7,1,2021-05-20,9,,loja web,pix
20427,285,2,10,37,2020-09-19,9,,loja fisica,débito
20428,122,6,3,22,2023-07-29,2,,loja web,débito
20429,45,16,9,7,2019-03-05,8,,loja web,débito
20430,342,12,9,10,2019-05-03,3,,loja fisica,dinheiro
20431,350,20,6,25,2021-03-22,3,,loja web,dinheiro
20432,9,9,2,31,2018-11-08,4,,loja web,dinheiro
20433,305,9,2,36,2019-02-24,3,,loja web,dinheiro
20434,243,7,5,34,2019-01-24,6,,loja web,débito
20435,414,1,8,1,2019-04-15,4,,loja fisica,crédito
20436,246,14,3,9,2019-04-02,9,,loja fisica,pix
20437,473,14,1,17,2023-02-23,3,farmabr15,loja web,crédito
20438,343,17,2,26,2020-09-01,5,,loja fisica,dinheiro
20439,145,16,10,26,2019-11-02,3,,loja web,pix
20440,456,3,2,42,2021-03-29,2,,loja fisica,pix
20441,159,16,7,36,2018-07-17,3,,loja web,dinheiro
20442,248,16,9,12,2021-07-10,10,,loja web,pix
20443,11,16,7,10,2022-12-26,10,,loja web,dinheiro
20444,219,12,4,47,2020-12-28,6,,loja fisica,crédito
20445,428,2,7,29,2021-06-04,3,,loja web,débito
20446,200,13,5,42,2018-07-17,3,,loja web,crédito
20447,375,6,7,1,2022-04-19,1,,loja fisica,débito
20448,216,12,8,44,2020-02-10,1,,loja fisica,dinheiro
20449,286,4,10,37,2022-02-22,9,,loja fisica,pix
20450,317,12,8,32,2022-12-09,5,,loja fisica,crédito
20451,202,16,9,48,2019-04-17,4,,loja fisica,dinheiro
20452,41,5,8,5,2018-12-15,6,,loja fisica,dinheiro
20453,260,19,6,8,2020-04-22,1,,loja fisica,dinheiro
20454,380,9,5,32,2021-11-28,1,,loja web,pix
20455,303,13,3,41,2021-11-14,5,,loja web,crédito
20456,369,4,3,25,2022-04-15,2,,loja web,dinheiro
20457,83,9,8,39,2023-05-18,6,,loja web,dinheiro
20458,23,1,9,46,2019-11-05,7,,loja web,dinheiro
20459,270,14,1,17,2020-05-20,2,,loja web,crédito
20460,242,14,1,37,2020-07-03,10,,loja web,débito
20461,122,8,2,37,2021-05-19,8,,loja fisica,dinheiro
20462,396,15,7,14,2023-04-14,9,,loja web,crédito
20463,169,9,8,18,2021-07-18,4,,loja web,dinheiro
20464,426,4,2,36,2019-05-12,5,,loja fisica,pix
20465,172,18,5,25,2022-10-20,10,,loja web,crédito
20466,41,6,8,49,2019-03-13,7,,loja web,dinheiro
20467,182,13,1,23,2019-07-26,4,,loja web,dinheiro
20468,24,19,6,34,2023-05-22,10,,loja fisica,débito
20469,133,1,9,29,2020-02-09,2,,loja fisica,débito
20470,348,18,4,7,2021-09-17,2,,loja web,crédito
20471,225,13,8,38,2023-01-24,9,,loja web,dinheiro
20472,70,10,7,17,2018-05-08,1,,loja fisica,débito
20473,123,16,3,29,2018-11-13,10,,loja web,débito
20474,475,19,1,38,2020-11-06,7,,loja fisica,crédito
20475,405,2,9,36,2022-10-16,6,farmabr15,loja web,débito
20476,191,4,6,28,2021-01-01,2,,loja web,pix
20477,113,9,1,1,2020-04-26,1,,loja fisica,pix
20478,26,5,3,14,2020-01-23,9,,loja fisica,pix
20479,175,1,3,48,2019-05-14,4,,loja fisica,pix
20480,302,18,10,43,2023-01-06,3,,loja web,pix
20481,348,8,4,19,2019-02-02,8,,loja web,dinheiro
20482,496,16,2,48,2019-12-16,4,,loja fisica,débito
20483,451,14,3,33,2019-06-11,9,,loja fisica,crédito
20484,449,7,6,3,2020-07-30,7,,loja fisica,crédito
20485,38,9,2,26,2019-08-25,2,,loja web,pix
20486,341,18,2,49,2023-01-22,6,farmabr15,loja fisica,pix
20487,143,7,7,28,2019-09-25,3,,loja web,dinheiro
20488,262,16,3,10,2018-03-02,6,farmabr5,loja web,crédito
20489,213,14,6,46,2019-11-18,3,,loja fisica,pix
20490,48,6,6,17,2020-02-10,2,,loja fisica,dinheiro
20491,220,16,3,40,2020-04-18,2,,loja fisica,débito
20492,414,19,7,15,2022-02-05,1,,loja web,débito
20493,328,5,8,3,2022-11-20,7,,loja fisica,débito
20494,290,20,6,36,2021-05-14,6,,loja web,dinheiro
20495,214,18,8,13,2018-12-09,9,,loja web,débito
20496,44,1,6,38,2022-08-24,2,,loja fisica,crédito
20497,30,1,2,5,2022-08-11,2,,loja web,crédito
20498,441,1,9,9,2019-10-08,2,,loja fisica,débito
20499,499,1,3,23,2018-07-01,4,,loja fisica,débito
20500,111,17,5,43,2022-04-28,4,,loja fisica,débito
20501,159,10,4,31,2021-12-18,7,,loja web,pix
20502,403,6,10,30,2019-06-29,5,,loja fisica,crédito
20503,279,7,9,48,2020-12-04,1,,loja fisica,pix
20504,435,9,9,28,2021-05-15,1,,loja fisica,crédito
20505,468,2,10,7,2022-05-11,5,,loja fisica,débito
20506,8,13,5,9,2019-03-26,9,,loja fisica,crédito
20507,499,1,4,10,2020-12-13,8,,loja web,débito
20508,220,8,10,12,2019-10-13,8,,loja fisica,pix
20509,423,2,8,10,2020-02-03,5,,loja fisica,dinheiro
20510,274,6,10,15,2023-05-02,10,,loja fisica,pix
20511,121,6,10,39,2022-05-02,8,,loja web,débito
20512,405,10,1,40,2021-12-08,4,,loja fisica,pix
20513,213,20,3,22,2019-02-28,9,,loja fisica,dinheiro
20514,428,16,4,3,2021-01-15,2,,loja web,crédito
20515,423,10,6,19,2023-05-02,9,,loja web,dinheiro
20516,303,19,7,37,2023-03-10,3,,loja fisica,crédito
20517,12,15,6,18,2018-10-26,10,,loja fisica,pix
20518,425,16,4,13,2018-05-28,1,,loja web,débito
20519,195,11,10,9,2019-01-06,9,,loja web,dinheiro
20520,453,13,5,3,2023-07-21,5,,loja fisica,crédito
20521,104,1,2,4,2022-04-12,6,,loja fisica,dinheiro
20522,56,14,7,1,2020-12-11,6,,loja fisica,débito
20523,369,17,4,39,2020-07-08,7,,loja fisica,débito
20524,363,11,9,25,2019-12-06,9,,loja web,débito
20525,345,15,6,6,2023-07-29,1,,loja fisica,débito
20526,446,2,4,9,2019-03-18,8,,loja web,crédito
20527,274,11,9,33,2021-01-20,5,,loja fisica,crédito
20528,39,3,2,43,2022-02-26,9,,loja web,débito
20529,37,17,1,42,2019-05-31,7,,loja fisica,dinheiro
20530,47,9,3,47,2020-06-29,6,,loja web,dinheiro
20531,239,8,3,49,2019-03-19,9,,loja web,pix
20532,472,19,3,15,2022-03-14,8,,loja web,débito
20533,289,15,4,4,2018-02-03,9,,loja web,dinheiro
20534,396,17,8,42,2018-12-09,10,,loja fisica,débito
20535,358,5,1,36,2022-09-18,1,,loja fisica,dinheiro
20536,225,18,7,26,2018-03-09,4,farmabr5,loja fisica,dinheiro
20537,128,13,9,5,2020-11-22,1,,loja fisica,débito
20538,21,4,7,6,2020-12-23,8,,loja fisica,dinheiro
20539,361,12,2,46,2021-03-21,1,,loja fisica,débito
20540,494,15,10,18,2020-09-20,7,,loja fisica,dinheiro
20541,346,3,6,26,2018-04-19,8,farmabr15,loja web,débito
20542,205,13,5,42,2021-03-02,9,,loja fisica,débito
20543,102,12,4,18,2023-02-15,3,,loja fisica,pix
20544,468,15,2,17,2018-12-20,10,,loja web,pix
20545,218,16,4,32,2018-04-05,4,,loja web,crédito
20546,12,10,9,29,2022-11-07,8,,loja web,pix
20547,454,20,6,15,2023-05-06,2,,loja fisica,crédito
20548,21,18,3,24,2021-06-30,8,farmabr15,loja web,crédito
20549,35,14,8,36,2018-06-03,8,,loja web,débito
20550,38,1,9,2,2023-04-13,1,,loja fisica,pix
20551,236,17,9,39,2023-04-08,9,,loja web,dinheiro
20552,224,20,8,34,2020-09-14,5,,loja fisica,dinheiro
20553,109,6,2,49,2018-06-27,7,,loja fisica,pix
20554,459,19,4,32,2020-06-30,5,,loja web,pix
20555,334,19,5,18,2018-03-13,5,,loja web,crédito
20556,245,1,8,16,2021-07-18,8,,loja web,dinheiro
20557,414,11,1,35,2018-06-06,1,,loja web,pix
20558,359,11,9,41,2019-10-18,10,,loja fisica,dinheiro
20559,492,9,1,29,2020-07-14,6,,loja fisica,crédito
20560,26,19,2,37,2023-02-25,1,,loja web,crédito
20561,302,6,4,36,2023-06-18,4,,loja fisica,crédito
20562,247,3,1,24,2022-09-08,4,,loja web,dinheiro
20563,35,9,9,37,2022-12-18,8,,loja fisica,crédito
20564,437,17,6,34,2023-08-01,7,,loja fisica,crédito
20565,278,15,5,25,2022-07-03,5,farmabr15,loja fisica,dinheiro
20566,48,6,1,28,2023-08-11,3,,loja web,débito
20567,45,12,6,24,2019-02-21,3,,loja web,pix
20568,196,4,2,42,2023-06-25,2,,loja web,débito
20569,263,6,4,13,2018-04-15,4,,loja web,dinheiro
20570,241,3,10,31,2022-04-16,2,,loja fisica,crédito
20571,173,11,4,16,2018-05-30,4,,loja web,dinheiro
20572,378,15,5,32,2022-03-22,7,,loja fisica,crédito
20573,255,15,10,44,2020-09-04,9,,loja web,dinheiro
20574,278,15,4,25,2022-01-13,8,,loja fisica,débito
20575,473,14,6,8,2022-06-16,5,,loja fisica,pix
20576,62,13,3,32,2018-11-07,3,,loja fisica,pix
20577,442,13,3,46,2019-09-13,9,farmabr5,loja web,crédito
20578,279,11,5,21,2018-10-12,1,,loja fisica,crédito
20579,337,5,10,40,2020-03-28,1,,loja web,pix
20580,112,14,4,2,2020-09-28,3,,loja fisica,pix
20581,452,2,5,26,2021-06-10,4,,loja web,crédito
20582,320,15,1,47,2019-04-19,2,,loja fisica,débito
20583,398,18,1,30,2018-07-16,4,,loja fisica,dinheiro
20584,256,18,2,37,2020-06-15,3,,loja web,pix
20585,64,4,4,9,2022-08-21,1,,loja fisica,débito
20586,148,16,9,35,2023-06-26,10,,loja web,débito
20587,253,5,3,14,2023-03-04,7,,loja fisica,dinheiro
20588,224,3,7,9,2022-07-28,8,,loja web,dinheiro
20589,421,20,3,30,2022-02-08,1,,loja fisica,débito
20590,52,17,5,10,2023-05-03,2,,loja web,débito
20591,204,16,10,3,2019-01-21,4,,loja fisica,crédito
20592,390,1,2,29,2018-01-17,7,,loja fisica,crédito
20593,328,11,2,40,2021-03-15,2,,loja web,pix
20594,462,2,1,49,2022-05-23,10,,loja fisica,crédito
20595,440,12,4,35,2022-11-15,2,,loja web,dinheiro
20596,376,11,6,9,2018-08-07,5,,loja web,pix
20597,357,17,8,35,2019-01-11,1,,loja fisica,pix
20598,273,3,7,11,2022-05-15,9,,loja web,dinheiro
20599,155,10,3,4,2023-05-09,4,,loja fisica,pix
20600,2,14,3,3,2023-05-31,4,,loja web,dinheiro
20601,143,5,8,19,2021-08-22,7,,loja web,débito
20602,430,1,2,21,2019-10-26,10,,loja web,débito
20603,197,20,3,19,2022-05-18,3,,loja web,crédito
20604,408,16,1,36,2022-11-05,8,,loja fisica,dinheiro
20605,273,9,9,1,2022-04-13,5,,loja fisica,crédito
20606,498,10,9,29,2020-08-11,1,,loja web,dinheiro
20607,238,14,3,20,2019-12-07,4,,loja fisica,crédito
20608,361,8,4,12,2018-08-25,8,,loja fisica,crédito
20609,8,7,10,30,2023-05-20,4,farmabr15,loja web,pix
20610,398,2,8,30,2022-09-06,5,,loja fisica,crédito
20611,184,13,5,43,2021-05-03,4,,loja web,débito
20612,417,13,3,40,2020-09-25,1,,loja fisica,débito
20613,237,12,2,27,2021-04-08,1,,loja fisica,crédito
20614,393,5,10,9,2018-03-22,3,,loja fisica,dinheiro
20615,499,17,1,43,2021-10-01,10,,loja web,débito
20616,389,9,6,6,2023-07-23,2,,loja fisica,dinheiro
20617,474,13,6,18,2021-04-02,8,,loja web,débito
20618,498,2,6,16,2019-02-28,8,,loja fisica,pix
20619,308,9,6,22,2022-01-17,1,,loja web,dinheiro
20620,227,12,8,11,2019-03-08,5,,loja fisica,pix
20621,176,4,6,26,2020-08-05,10,,loja web,crédito
20622,95,3,7,39,2021-10-03,4,,loja fisica,débito
20623,97,16,10,4,2019-04-24,4,,loja fisica,débito
20624,82,3,3,2,2021-07-11,4,,loja web,pix
20625,134,19,5,20,2021-07-15,10,,loja web,pix
20626,94,19,7,13,2023-04-07,6,,loja fisica,dinheiro
20627,168,3,1,12,2019-11-03,9,,loja fisica,pix
20628,490,16,1,3,2018-03-27,3,,loja web,dinheiro
20629,224,7,8,21,2023-03-26,7,,loja web,dinheiro
20630,386,15,3,32,2022-06-16,6,,loja web,pix
20631,455,11,4,24,2019-11-11,2,,loja fisica,crédito
20632,310,3,4,10,2022-03-05,2,farmabr5,loja fisica,débito
20633,481,7,6,24,2022-11-23,5,,loja web,crédito
20634,176,9,5,45,2022-04-29,7,,loja fisica,débito
20635,10,7,4,19,2023-02-24,9,,loja web,dinheiro
20636,166,19,5,36,2022-07-22,8,,loja web,dinheiro
20637,238,15,3,20,2018-04-15,10,,loja fisica,dinheiro
20638,329,8,2,2,2022-01-21,5,,loja web,pix
20639,434,9,2,16,2021-12-12,9,,loja fisica,crédito
20640,158,19,9,19,2021-04-07,5,,loja fisica,dinheiro
20641,372,18,10,32,2023-09-18,10,,loja fisica,crédito
20642,414,13,3,35,2021-11-22,1,,loja fisica,dinheiro
20643,132,13,5,49,2023-03-09,1,,loja fisica,dinheiro
20644,310,15,3,21,2020-07-31,5,,loja fisica,crédito
20645,392,12,6,17,2022-09-26,8,,loja fisica,dinheiro
20646,121,9,8,10,2020-01-14,4,,loja fisica,dinheiro
20647,499,14,9,17,2020-07-17,10,,loja fisica,pix
20648,53,19,3,39,2021-10-17,7,,loja web,pix
20649,232,18,8,33,2018-05-09,1,,loja web,crédito
20650,170,3,3,46,2019-09-11,2,,loja fisica,pix
20651,359,18,6,28,2019-06-01,8,farmabr15,loja fisica,débito
20652,448,9,5,17,2019-11-19,6,,loja fisica,pix
20653,144,8,1,14,2022-10-14,9,,loja web,dinheiro
20654,479,9,8,20,2018-12-20,1,,loja web,dinheiro
20655,396,5,7,24,2018-01-27,3,,loja web,crédito
20656,364,11,5,42,2020-08-13,7,,loja web,crédito
20657,381,13,7,15,2019-12-02,7,,loja fisica,crédito
20658,187,7,9,23,2019-07-22,6,,loja fisica,dinheiro
20659,27,14,2,35,2020-10-26,6,,loja fisica,dinheiro
20660,342,6,2,15,2021-05-16,9,,loja web,crédito
20661,35,12,3,38,2019-07-12,10,,loja fisica,débito
20662,30,16,1,40,2020-06-03,10,,loja web,pix
20663,266,19,6,7,2020-09-10,4,,loja web,pix
20664,277,6,8,10,2021-12-22,1,,loja fisica,dinheiro
20665,47,11,4,1,2023-07-29,4,,loja fisica,crédito
20666,200,10,8,9,2019-10-09,2,,loja web,dinheiro
20667,191,1,9,34,2020-04-02,9,,loja web,crédito
20668,5,13,7,13,2018-05-09,4,,loja fisica,crédito
20669,441,1,8,31,2019-08-21,4,,loja web,pix
20670,210,9,2,13,2018-01-11,1,,loja fisica,débito
20671,299,4,2,28,2020-05-11,3,,loja web,pix
20672,116,5,10,32,2020-09-02,2,,loja web,débito
20673,396,4,7,41,2019-11-04,4,,loja web,dinheiro
20674,465,15,8,49,2018-01-19,8,,loja web,débito
20675,439,11,8,39,2021-06-04,6,,loja web,pix
20676,474,13,9,11,2019-05-03,5,,loja web,pix
20677,409,15,6,39,2022-08-08,6,,loja web,débito
20678,410,3,9,16,2021-07-30,2,,loja web,crédito
20679,88,8,7,35,2019-01-29,9,,loja web,dinheiro
20680,347,12,6,21,2019-03-19,8,,loja fisica,crédito
20681,429,19,4,29,2020-03-02,8,farmabr10,loja web,pix
20682,372,12,1,3,2021-06-27,6,,loja fisica,crédito
20683,395,14,5,40,2022-06-25,10,,loja web,pix
20684,184,13,8,10,2020-06-11,7,,loja web,pix
20685,137,7,8,37,2021-03-29,6,,loja fisica,dinheiro
20686,282,15,9,25,2020-05-12,2,,loja web,débito
20687,153,20,5,13,2020-07-24,2,,loja web,débito
20688,118,5,9,25,2018-05-07,7,,loja web,pix
20689,398,18,5,22,2020-06-18,5,,loja fisica,pix
20690,264,12,8,8,2018-12-09,3,,loja web,débito
20691,380,2,3,28,2020-09-28,5,farmabr15,loja fisica,pix
20692,272,7,6,34,2020-06-24,8,,loja web,pix
20693,168,16,1,7,2022-02-24,10,,loja web,débito
20694,167,1,10,24,2021-02-22,6,,loja fisica,pix
20695,142,2,3,6,2020-10-05,8,,loja web,débito
20696,242,14,9,31,2022-05-03,9,,loja fisica,crédito
20697,189,18,8,5,2020-03-30,7,,loja web,dinheiro
20698,116,20,5,49,2023-04-14,4,,loja fisica,pix
20699,102,20,3,47,2022-05-16,5,,loja web,pix
20700,106,3,10,3,2020-11-11,9,,loja web,pix
20701,213,1,5,5,2018-10-11,7,,loja fisica,débito
20702,485,10,9,31,2023-08-14,2,,loja web,dinheiro
20703,45,14,4,10,2018-03-09,4,,loja fisica,crédito
20704,166,1,5,34,2019-10-11,2,,loja web,débito
20705,17,7,6,16,2021-10-26,7,,loja web,débito
20706,490,9,10,1,2019-12-23,3,farmabr5,loja fisica,crédito
20707,451,15,5,48,2022-05-07,8,,loja web,débito
20708,480,10,8,25,2021-08-02,6,,loja web,dinheiro
20709,144,18,5,1,2023-03-02,6,,loja fisica,débito
20710,257,12,2,25,2018-06-08,1,,loja web,pix
20711,333,13,6,17,2022-05-19,7,,loja fisica,pix
20712,400,13,7,18,2020-07-22,8,,loja web,débito
20713,74,19,6,36,2021-11-17,2,,loja web,pix
20714,360,10,6,37,2019-12-29,3,,loja web,débito
20715,297,17,6,13,2021-11-26,6,,loja fisica,débito
20716,341,5,4,15,2019-02-21,9,,loja web,crédito
20717,136,4,8,20,2021-11-15,5,,loja web,dinheiro
20718,120,7,10,39,2020-12-20,9,,loja fisica,pix
20719,77,6,5,37,2021-03-27,10,,loja web,dinheiro
20720,77,6,5,11,2021-03-04,7,,loja fisica,débito
20721,446,8,3,27,2021-06-03,5,,loja fisica,crédito
20722,347,13,5,3,2019-01-01,4,,loja web,pix
20723,384,18,10,31,2020-04-18,9,,loja web,pix
20724,286,4,7,21,2019-05-11,2,,loja web,pix
20725,164,11,2,33,2021-06-29,3,,loja fisica,crédito
20726,284,7,7,18,2019-10-29,7,,loja fisica,dinheiro
20727,290,3,5,15,2022-05-01,2,,loja fisica,pix
20728,458,5,6,32,2020-09-28,7,,loja fisica,crédito
20729,241,14,2,35,2019-02-10,8,,loja web,débito
20730,70,20,7,3,2019-04-02,1,,loja fisica,dinheiro
20731,36,17,5,19,2018-06-03,4,,loja fisica,débito
20732,95,10,5,10,2023-07-30,7,,loja fisica,dinheiro
20733,223,14,10,10,2018-02-22,8,,loja web,débito
20734,126,18,4,32,2021-06-11,6,,loja web,débito
20735,378,5,9,27,2021-11-17,2,,loja web,débito
20736,399,3,6,40,2020-03-24,7,,loja fisica,crédito
20737,9,1,7,26,2021-11-22,2,,loja fisica,dinheiro
20738,28,18,4,39,2020-01-15,9,farmabr15,loja fisica,crédito
20739,457,2,3,35,2023-09-17,7,,loja web,dinheiro
20740,446,9,1,26,2021-11-01,1,,loja web,crédito
20741,368,12,10,11,2019-12-24,2,,loja web,dinheiro
20742,83,10,1,23,2018-08-26,1,,loja fisica,pix
20743,114,10,4,5,2020-12-31,7,,loja fisica,crédito
20744,41,16,6,7,2022-06-13,2,,loja fisica,crédito
20745,455,13,2,34,2020-01-23,10,,loja web,crédito
20746,202,13,4,16,2019-04-06,4,,loja fisica,dinheiro
20747,337,4,1,14,2022-05-03,5,,loja web,débito
20748,303,8,1,11,2022-03-27,7,,loja web,pix
20749,376,12,3,8,2018-12-23,2,,loja fisica,débito
20750,29,19,5,19,2018-04-19,2,,loja fisica,dinheiro
20751,306,8,2,15,2018-03-17,9,,loja fisica,dinheiro
20752,15,18,3,23,2019-11-02,7,,loja web,dinheiro
20753,429,20,10,5,2018-10-20,4,,loja fisica,pix
20754,46,11,6,44,2021-02-04,3,,loja fisica,débito
20755,18,16,10,24,2021-08-10,1,,loja fisica,pix
20756,140,17,6,26,2022-06-09,9,,loja web,pix
20757,167,11,8,2,2021-05-25,7,,loja fisica,pix
20758,388,1,7,1,2020-11-21,4,,loja fisica,débito
20759,72,5,7,40,2022-09-02,9,,loja web,pix
20760,436,19,6,3,2018-02-01,2,,loja web,pix
20761,266,5,6,11,2020-10-24,2,,loja fisica,débito
20762,210,17,10,49,2023-02-20,3,,loja fisica,crédito
20763,297,11,7,32,2021-09-18,9,,loja web,crédito
20764,457,20,2,20,2021-10-08,5,,loja fisica,débito
20765,271,17,7,36,2021-02-04,8,,loja fisica,pix
20766,284,18,10,47,2022-08-19,6,,loja web,crédito
20767,149,10,8,18,2022-01-16,6,,loja web,pix
20768,58,1,2,23,2019-06-09,6,,loja fisica,crédito
20769,290,3,4,34,2023-07-04,8,,loja fisica,crédito
20770,394,13,7,44,2020-09-23,2,,loja fisica,crédito
20771,477,17,3,10,2022-01-29,4,,loja web,pix
20772,466,1,3,46,2020-03-19,9,,loja fisica,crédito
20773,439,4,3,13,2018-03-28,4,,loja fisica,débito
20774,363,19,3,21,2020-05-20,8,,loja web,dinheiro
20775,326,5,7,27,2022-02-22,10,farmabr10,loja fisica,dinheiro
20776,463,4,4,19,2018-12-06,7,,loja fisica,crédito
20777,472,5,9,34,2023-08-11,6,,loja fisica,dinheiro
20778,497,14,7,5,2020-01-02,5,,loja fisica,dinheiro
20779,314,16,2,26,2021-01-01,9,,loja web,débito
20780,164,5,1,37,2019-05-24,10,,loja fisica,débito
20781,77,20,5,47,2021-03-25,8,,loja web,pix
20782,177,5,4,39,2019-02-10,8,,loja web,dinheiro
20783,370,9,4,30,2020-08-13,3,,loja web,pix
20784,466,7,5,44,2022-10-01,8,,loja web,débito
20785,109,7,1,34,2018-03-28,4,,loja web,pix
20786,125,20,3,40,2022-05-04,10,,loja fisica,crédito
20787,96,1,9,47,2020-07-23,6,,loja fisica,pix
20788,60,11,6,49,2020-03-01,1,,loja web,dinheiro
20789,60,2,6,46,2023-04-30,5,,loja fisica,pix
20790,235,19,4,42,2021-08-21,8,farmabr15,loja web,débito
20791,317,18,8,1,2018-03-13,1,,loja fisica,crédito
20792,121,3,8,48,2019-05-30,10,,loja web,dinheiro
20793,191,6,1,6,2023-02-05,2,,loja web,débito
20794,344,13,3,33,2022-09-01,10,farmabr15,loja web,dinheiro
20795,261,11,6,13,2021-03-02,3,,loja web,dinheiro
20796,225,20,7,31,2022-12-30,9,,loja web,dinheiro
20797,135,20,1,40,2018-05-03,6,,loja fisica,dinheiro
20798,276,1,8,46,2023-05-31,3,,loja web,crédito
20799,451,9,7,9,2022-08-02,3,,loja fisica,pix
20800,497,8,3,14,2021-08-26,2,,loja fisica,débito
20801,494,9,9,26,2019-08-27,1,,loja fisica,crédito
20802,82,14,8,47,2022-09-20,6,,loja fisica,pix
20803,449,13,1,8,2019-12-19,10,,loja web,dinheiro
20804,402,1,4,42,2018-06-05,8,,loja fisica,crédito
20805,62,14,7,16,2023-06-17,3,,loja fisica,pix
20806,426,7,4,20,2019-03-17,7,,loja fisica,crédito
20807,390,19,5,26,2020-02-10,2,,loja web,dinheiro
20808,334,15,9,7,2022-05-07,5,,loja fisica,crédito
20809,143,4,10,3,2021-04-29,7,,loja fisica,crédito
20810,352,5,9,36,2020-08-01,3,,loja fisica,pix
20811,85,11,4,24,2022-05-19,4,farmabr5,loja fisica,débito
20812,173,11,5,43,2021-01-05,7,,loja web,dinheiro
20813,248,1,2,32,2023-09-02,6,,loja fisica,débito
20814,341,3,4,31,2019-01-28,5,,loja fisica,crédito
20815,396,16,4,18,2018-03-29,10,,loja fisica,débito
20816,102,18,6,32,2022-06-09,9,,loja fisica,pix
20817,76,4,3,8,2021-07-09,3,,loja web,dinheiro
20818,476,13,8,34,2022-04-13,9,,loja web,pix
20819,333,12,7,15,2023-08-04,10,,loja fisica,débito
20820,166,13,8,42,2019-03-05,1,,loja fisica,crédito
20821,272,20,5,31,2021-04-23,9,,loja web,pix
20822,377,4,10,31,2019-08-22,7,,loja fisica,dinheiro
20823,470,6,9,16,2018-01-12,4,,loja web,pix
20824,264,16,7,19,2020-10-24,7,,loja fisica,débito
20825,377,19,3,24,2019-06-17,9,,loja web,pix
20826,135,16,6,1,2023-04-25,7,,loja fisica,pix
20827,319,17,3,35,2023-09-06,5,,loja web,débito
20828,453,2,8,16,2020-06-13,3,,loja fisica,débito
20829,21,19,4,18,2023-01-06,9,,loja fisica,dinheiro
20830,270,19,6,25,2023-08-07,5,,loja fisica,crédito
20831,170,19,5,31,2021-11-13,8,,loja fisica,pix
20832,132,3,4,30,2019-10-11,8,,loja fisica,crédito
